ta;Ubike;Ibike;Ua;Ia1;Ia2;Ia3;Sa1;Sa2;Sa3;Din1;DMka;DZka;Ika;Din2;Temp1;Temp2;Bpos;DMhr;v;dzp;Temp3;Pbike;Pa1;Pa2;Pa3;s;FW;UF;Marke;ERR
499;0,0;-0,02;42,01;-0,07;0,01;0,21;500;0;0;0;0,23;10,6;36;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,26;0,25;6,93;0,0;0,0;-0,0;0;0
509;0,0;-0,03;42,02;-0,04;0,02;0,1;500;0;0;0;0,24;10,6;36;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,26;0,67;3,24;0,0;0,0;-0,0;0;0
519;0,0;-0,02;42,01;-0,18;0,02;0,22;500;0;0;0;0,23;10,6;36;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,26;0,67;7,39;0,0;0,0;-0,0;0;0
529;0,0;-0,02;42,01;-0,19;0,01;0,1;500;0;0;0;0,28;10,5;37;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,31;0,46;3,47;0,0;0,0;-0,0;0;0
539;0,0;-0,01;42,02;-0,14;-0,0;0,22;500;0;0;0;0,33;10,5;37;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,36;0,17;7,39;0,0;0,0;-0,0;0;0
549;0,0;-0,02;42,01;-0,12;0,03;0,08;500;0;0;0;0,34;10,5;37;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,38;1,09;2,54;0,0;0,0;-0,0;0;0
559;0,0;-0,01;42,02;-0,07;0,03;0,2;500;0;0;0;0,35;10,5;37;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,39;1,09;6,7;0,0;0,0;-0,0;0;0
569;0,0;-0,02;42,02;-0,06;0,03;0,11;500;0;0;0;0,36;10,5;37;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,39;0,88;3,7;0,0;0,0;-0,0;0;0
579;0,0;-0,01;42,02;-0,06;0,01;0,21;500;0;0;0;0,36;10,5;37;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,39;0,46;6,93;0,0;0,0;-0,0;0;0
589;0,0;-0,03;42,02;-0,06;0,02;0,09;500;0;0;0;0,33;10,5;37;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,37;0,67;3,0;0,0;0,0;-0,0;0;0
599;0,0;-0,01;42,02;-0,06;0,0;0,19;500;0;0;0;0,3;10,9;38;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,34;0,04;6,47;0,0;0,0;-0,0;0;0
609;0,0;-0,03;42,02;-0,02;0,0;0,05;500;0;0;0;0,28;10,9;38;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,32;0,04;1,85;0,0;0,0;-0,0;0;0
619;0,0;-0,02;42,02;-0,07;0,0;0,21;500;0;0;0;0,25;10,9;38;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,28;0,04;6,93;0,0;0,0;-0,0;0;0
629;0,0;-0,01;42,01;-0,1;0,01;0,05;500;0;0;0;0,23;10,9;38;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,26;0,46;1,85;0,0;0,0;-0,0;0;0
639;0,0;-0,03;42,01;-0,1;0,01;0,18;500;0;0;0;0,23;10,9;38;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,26;0,25;6,01;0,0;0,0;-0,0;0;0
649;0,0;-0,03;42,02;-0,13;0,01;0,06;500;0;0;0;0,24;10,9;38;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,27;0,46;2,08;0,0;0,0;-0,0;0;0
659;0,0;-0,02;42,02;-0,21;0,03;0,21;500;0;0;0;0,26;10,9;38;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,29;1,09;6,93;0,0;0,0;-0,0;0;0
669;0,0;-0,02;42,02;-0,19;0,03;0,08;500;0;0;0;0,3;10,9;38;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,34;1,09;2,54;0,0;0,0;-0,0;0;0
679;0,0;-0,01;42,02;-0,14;0,04;0,23;500;0;0;0;0,36;10,4;39;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,39;1,3;7,86;0,0;0,0;-0,0;0;0
689;0,0;-0,03;42,02;-0,09;0,03;0,11;500;0;0;0;0,4;10,4;39;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,43;0,88;3,7;0,0;0,0;-0,0;0;0
699;0,0;-0,01;42,02;-0,04;0,03;0,25;500;0;0;0;0,41;10,4;39;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,44;0,88;8,32;0,0;0,0;-0,0;0;0
709;0,0;-0,03;42,02;-0,06;0,03;0,08;500;0;0;0;0,4;10,4;39;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,43;0,88;2,54;0,0;0,0;-0,0;0;0
719;0,0;-0,03;42,02;-0,05;0,0;0,22;500;0;0;0;0,4;10,4;39;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,44;0,04;7,39;0,0;0,0;-0,0;0;0
729;0,0;-0,03;42,02;-0,06;0,01;0,12;500;0;0;0;0,36;10,4;39;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,39;0,46;3,93;0,0;0,0;-0,0;0;0
739;0,0;-0,02;42,02;-0,04;0,0;0,23;500;0;0;0;0,31;10,4;39;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,34;0,04;7,86;0,0;0,0;-0,0;0;0
749;0,0;-0,01;42,01;-0,07;-0,0;0,07;500;0;0;0;0,28;10,4;39;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,31;0,17;2,31;0,0;0,0;-0,0;0;0
759;0,0;-0,02;42,02;-0,07;0,01;0,22;500;0;0;0;0,27;10,4;40;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,29;0,25;7,39;0,0;0,0;-0,0;0;0
769;0,0;-0,02;42,02;-0,09;0,02;0,08;500;0;0;0;0,27;10,4;40;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,29;0,67;2,77;0,0;0,0;-0,0;0;0
779;0,0;-0,02;42,02;-0,12;0,01;0,21;500;0;0;0;0,28;10,4;40;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,3;0,25;6,93;0,0;0,0;-0,0;0;0
789;0,0;-0,03;42,02;-0,08;0,02;0,09;500;0;0;0;0,3;10,4;40;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,32;0,67;3,0;0,0;0,0;-0,0;0;0
799;0,0;-0,02;42,02;-0,12;0,03;0,25;500;0;0;0;0,3;10,4;40;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,33;0,88;8,32;0,0;0,0;-0,0;0;0
809;0,0;-0,02;42,02;-0,12;0,04;0,11;500;0;0;0;0,32;10,4;40;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,35;1,3;3,7;0,0;0,0;-0,0;0;0
819;0,0;-0,03;42,02;-0,06;0,02;0,24;500;0;0;0;0,36;10,4;40;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,39;0,67;8,09;0,0;0,0;-0,0;0;0
829;0,0;-0,03;42,02;-0,04;0,01;0,1;500;0;0;0;0,35;10,4;40;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,38;0,46;3,47;0,0;0,0;-0,0;0;0
839;0,0;-0,02;42,02;-0,08;0,0;0,23;500;0;0;0;0,32;11,0;41;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,36;0,04;7,86;0,0;0,0;-0,0;0;0
849;0,0;-0,03;42,02;-0,04;0,01;0,1;500;0;0;0;0,31;11,0;41;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,36;0,25;3,24;0,0;0,0;-0,0;0;0
859;0,0;-0,01;42,02;-0,03;0,0;0,22;500;0;0;0;0,29;11,0;41;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,33;0,04;7,39;0,0;0,0;-0,0;0;0
869;0,0;-0,03;42,01;-0,06;0,0;0,05;500;0;0;0;0,24;11,0;41;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,27;0,04;1,62;0,0;0,0;-0,0;0;0
879;0,0;-0,03;42,02;-0,06;-0,0;0,21;500;0;0;0;0,2;11,0;41;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,23;0,17;6,93;0,0;0,0;-0,0;0;0
889;0,0;-0,02;42,0;-0,11;0,01;0,06;500;0;0;0;0,18;11,0;41;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,21;0,25;2,08;0,0;0,0;-0,0;0;0
899;0,0;-0,01;42,02;-0,1;0,01;0,21;500;0;0;0;0,18;11,0;41;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,21;0,46;7,16;0,0;0,0;-0,0;0;0
909;0,0;-0,02;42,01;-0,22;0,02;0,08;500;0;0;0;0,2;11,0;41;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,23;0,67;2,77;0,0;0,0;-0,0;0;0
919;0,0;-0,01;42,02;-0,19;0,01;0,23;500;0;0;0;0,25;10,5;42;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,27;0,46;7,63;0,0;0,0;-0,0;0;0
929;0,0;-0,01;42,02;-0,16;0,02;0,08;500;0;0;0;0,29;10,5;42;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,32;0,67;2,77;0,0;0,0;-0,0;0;0
939;0,0;-0,01;42,02;-0,21;0,05;0,21;500;0;0;0;0,33;10,5;42;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,36;1,51;7,16;0,0;0,0;-0,0;0;0
949;0,0;-0,02;42,02;-0,14;0,03;0,05;500;0;0;0;0,38;10,5;42;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,42;0,88;1,85;0,0;0,0;-0,0;0;0
959;0,0;-0,02;42,02;-0,13;0,03;0,21;500;0;0;0;0,41;10,5;42;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,45;1,09;6,93;0,0;0,0;-0,0;0;0
969;0,0;-0,02;42,02;-0,13;0,05;0,11;500;0;0;0;0,43;10,5;42;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,47;1,51;3,7;0,0;0,0;-0,0;0;0
979;0,0;-0,02;42,02;-0,07;0,03;0,24;500;0;0;0;0,44;10,5;42;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,49;0,88;8,09;0,0;0,0;-0,0;0;0
989;0,0;-0,01;42,02;-0,08;0,01;0,1;500;0;0;0;0,41;11,0;43;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,47;0,46;3,47;0,0;0,0;-0,0;0;0
999;0,0;-0,01;42,02;-0,07;0,02;0,23;500;0;0;0;0,41;11,0;43;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,47;0,67;7,86;0,0;0,0;-0,0;0;0
1009;0,0;-0,02;42,02;-0,03;0,01;0,09;500;0;0;0;0,39;11,0;43;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,45;0,46;3,0;0,0;0,0;-0,0;0;0
1019;0,0;-0,01;42,01;-0,06;0,0;0,23;500;0;0;0;0,36;11,0;43;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,41;0,04;7,62;0,0;0,0;-0,0;0;0
1029;0,0;-0,01;42,02;-0,04;0,01;0,07;500;0;0;0;0,36;11,0;43;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,41;0,46;2,31;0,0;0,0;-0,0;0;0
1039;0,0;-0,02;42,02;-0,04;0,01;0,21;500;0;0;0;0,36;11,0;43;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,42;0,46;7,16;0,0;0,0;-0,0;0;0
1049;0,0;-0,01;42,02;-0,04;-0,01;0,07;500;0;0;0;0,35;11,0;43;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,4;0,38;2,31;0,0;0,0;-0,0;0;0
1059;0,0;-0,03;42,01;-0,09;0,0;0,18;500;0;0;0;0,35;11,0;43;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,4;0,04;6,01;0,0;0,0;-0,0;0;0
1069;0,0;-0,03;42,02;-0,07;0,01;0,04;500;0;0;0;0,38;10,7;44;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,42;0,46;1,39;0,0;0,0;-0,0;0;0
1079;0,0;-0,01;42,02;-0,08;0,01;0,22;500;0;0;0;0,38;10,7;44;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,43;0,25;7,39;0,0;0,0;-0,0;0;0
1089;0,0;-0,02;42,02;-0,08;0,0;0,08;500;0;0;0;0,39;10,7;44;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,43;0,04;2,54;0,0;0,0;-0,0;0;0
1099;0,0;-0,02;42,02;-0,1;0,01;0,26;500;0;0;0;0,38;10,7;44;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,42;0,25;8,78;0,0;0,0;-0,0;0;0
1109;0,0;-0,02;42,02;-0,19;0,01;0,1;500;0;0;0;0,38;10,7;44;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,42;0,25;3,24;0,0;0,0;-0,0;0;0
1119;0,0;-0,02;42,02;-0,19;0,03;0,24;500;0;0;0;0,37;10,7;44;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,41;1,09;8,09;0,0;0,0;-0,0;0;0
1129;0,0;-0,02;42,02;-0,13;0,03;0,12;500;0;0;0;0,37;10,7;44;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,41;0,88;3,93;0,0;0,0;-0,0;0;0
1139;0,0;-0,03;42,02;-0,11;0,04;0,3;500;0;0;0;0,35;10,7;44;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,4;1,3;10,17;0,0;0,0;-0,0;0;0
1149;0,0;-0,02;42,02;-0,1;0,03;0,12;500;0;0;0;0,33;10,6;45;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,36;0,88;3,93;0,0;0,0;-0,0;0;0
1159;0,0;-0,03;42,02;-0,07;0,04;0,28;500;0;0;0;0,31;10,6;45;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,35;1,3;9,47;0,0;0,0;-0,0;0;0
1169;0,0;-0,02;42,02;-0,07;0,03;0,08;500;0;0;0;0,29;10,6;45;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,33;1,09;2,54;0,0;0,0;-0,0;0;0
1179;0,0;-0,01;42,02;-0,07;0,03;0,21;500;0;0;0;0,28;10,6;45;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,31;1,09;7,16;0,0;0,0;-0,0;0;0
1189;0,0;-0,01;42,02;-0,05;0,03;0,08;500;0;0;0;0,28;10,6;45;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,31;0,88;2,77;0,0;0,0;-0,0;0;0
1199;0,0;-0,02;42,02;-0,04;0,02;0,23;500;0;0;0;0,27;10,6;45;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,3;0,67;7,86;0,0;0,0;-0,0;0;0
1209;0,0;-0,01;42,02;-0,04;0,02;0,1;500;0;0;0;0,26;10,6;45;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,29;0,67;3,47;0,0;0,0;-0,0;0;0
1219;0,0;-0,01;42,02;-0,04;0,01;0,25;500;0;0;0;0,26;10,6;45;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,29;0,46;8,32;0,0;0,0;-0,0;0;0
1229;0,0;-0,03;42,02;-0,04;0,0;0,08;500;0;0;0;0,25;10,8;46;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,28;0,04;2,54;0,0;0,0;-0,0;0;0
1239;0,0;-0,02;42,02;-0,03;0,01;0,23;500;0;0;0;0,25;10,8;46;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,28;0,46;7,63;0,0;0,0;-0,0;0;0
1249;0,0;-0,01;42,01;-0,04;0,0;0,06;500;0;0;0;0,25;10,8;46;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,28;0,04;2,08;0,0;0,0;-0,0;0;0
1259;0,0;-0,02;42,02;-0,03;0,01;0,25;500;0;0;0;0,25;10,8;46;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,28;0,25;8,32;0,0;0,0;-0,0;0;0
1269;0,0;-0,01;42,02;-0,04;0,01;0,08;500;0;0;0;0,23;10,8;46;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,26;0,46;2,77;0,0;0,0;-0,0;0;0
1279;0,0;-0,02;42,02;-0,08;-0,0;0,23;500;0;0;0;0,22;10,8;46;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,25;0,17;7,63;0,0;0,0;-0,0;0;0
1289;0,0;-0,01;42,02;-0,06;-0,0;0,04;500;0;0;0;0,22;10,8;46;32;254,0;254,0;0;0,0;0,8;112;90,5;-0,0;0,25;0,17;1,39;0,0;0,0;-0,0;0;0
