ta;Ubike;Ibike;Ua;Ia1;Ia2;Ia3;Sa1;Sa2;Sa3;Din1;DMka;DZka;Ika;Din2;Temp1;Temp2;Bpos;DMhr;v;dzp;Temp3;Pbike;Pa1;Pa2;Pa3;s;FW;UF;Marke;ERR
31988;0,0;-0,01;42,02;-0,03;0,01;0,05;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,14;2,2;208;90,5;-0,0;0,04;0,46;1,62;26,31;1,96;-0,0;0;0
31998;0,0;-0,03;42,02;-0,04;0,02;0,19;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,14;2,2;208;90,5;-0,0;0,04;0,67;6,24;26,31;2,02;-0,0;0;0
32008;0,0;-0,02;42,02;-0,02;0,01;0,05;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,13;2,1;209;90,5;-0,0;0,04;0,25;1,62;26,35;2,09;-0,0;0;0
32018;0,0;-0,02;42,02;-0,02;0,01;0,16;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,13;2,1;209;90,5;-0,0;0,04;0,46;5,32;26,35;2,15;-0,0;0;0
32028;0,0;-0,02;42,02;-0,02;0,01;0,06;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,13;2,1;209;90,5;-0,0;0,04;0,25;2,08;26,35;2,21;-0,0;0;0
32038;0,0;-0,01;42,02;-0,02;0,01;0,17;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,14;2,1;209;90,5;-0,0;0,04;0,25;5,78;26,35;2,28;-0,0;0;0
32048;0,0;-0,03;42,02;-0,02;0,02;0,07;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,14;2,1;209;90,5;-0,0;0,04;0,67;2,31;26,35;2,34;-0,0;0;0
32058;0,0;-0,01;42,02;-0,02;0,01;0,17;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,14;2,1;209;90,5;-0,0;0,04;0,25;5,78;26,35;2,4;-0,0;0;0
32068;0,0;-0,02;42,02;-0,03;0,01;0,06;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,14;2,1;209;90,5;-0,0;0,04;0,46;2,08;26,35;2,47;-0,0;0;0
32078;0,0;-0,01;42,02;-0,04;0,01;0,17;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,0;1,9;210;90,5;-0,0;0,04;0,46;5,78;26,39;2,53;-0,0;0;0
32088;0,0;-0,02;42,02;-0,02;0,01;0,08;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,0;1,9;210;90,5;-0,0;0,04;0,46;2,77;26,39;2,53;-0,0;0;0
32098;0,0;-0,02;42,02;-0,03;0,01;0,16;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,0;1,9;210;90,5;-0,0;0,03;0,46;5,55;26,39;2,53;-0,0;0;0
32108;0,0;-0,02;42,02;-0,04;0,01;0,06;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,0;1,9;210;90,5;-0,0;0,03;0,46;2,08;26,39;2,53;-0,0;0;0
32118;0,0;-0,03;42,02;-0,03;0,0;0,18;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,0;1,9;210;90,5;-0,0;0,04;0,04;6,01;26,39;2,53;-0,0;0;0
32128;0,0;-0,01;42,02;-0,02;0,01;0,1;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,0;1,9;210;90,5;-0,0;0,04;0,46;3,24;26,39;2,53;-0,0;0;0
32138;0,0;-0,02;42,02;-0,04;0,01;0,18;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,0;1,9;210;90,5;-0,0;0,04;0,46;6,01;26,39;2,53;-0,0;0;0
32148;0,0;-0,01;42,02;-0,04;0,01;0,06;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,0;1,9;210;90,5;-0,0;0,04;0,46;2,08;26,39;2,53;-0,0;0;0
32158;0,0;-0,03;42,02;-0,03;0,01;0,14;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,0;1,7;211;90,5;-0,0;0,04;0,25;4,85;26,43;2,53;-0,0;0;0
32168;0,0;-0,01;42,02;-0,03;0,01;0,07;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,0;1,7;211;90,5;-0,0;0,04;0,46;2,31;26,43;2,53;-0,0;0;0
32178;0,0;-0,01;42,02;-0,02;0,01;0,18;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,0;1,7;211;90,5;-0,0;0,04;0,46;6,01;26,43;2,53;-0,0;0;0
32188;0,0;-0,02;42,02;-0,03;0,01;0,09;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,0;1,7;211;90,5;-0,0;0,04;0,46;3,0;26,43;2,53;-0,0;0;0
32198;0,0;-0,01;42,02;-0,03;0,02;0,19;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,0;1,7;211;90,5;-0,0;0,04;0,67;6,47;26,43;2,53;-0,0;0;0
32208;0,0;-0,01;42,02;-0,03;0,02;0,07;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,0;1,7;211;90,5;-0,0;0,03;0,67;2,31;26,43;2,53;-0,0;0;0
32218;0,0;-0,02;42,02;-0,02;0,01;0,21;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,0;1,7;211;90,5;-0,0;0,04;0,25;6,93;26,43;2,53;-0,0;0;0
32228;0,0;-0,03;42,02;-0,04;0,02;0,09;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,0;1,7;211;90,5;-0,0;0,04;0,67;3,0;26,43;2,45;-0,0;0;0
32238;0,0;-0,03;42,02;-0,02;0,01;0,2;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,0;1,7;211;90,5;-0,0;0,04;0,46;6,7;26,43;2,37;-0,0;0;0
32248;0,0;-0,02;42,02;-0,04;0,01;0,09;0;0;0;0;0,06;5,4;69;32;254,0;254,0;0;0,0;1,7;211;90,5;-0,0;0,04;0,46;3,0;26,43;2,29;-0,0;0;0
32258;0,0;-0,01;42,02;-0,04;0,01;0,2;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,0;1,5;212;90,5;-0,0;0,04;0,46;6,7;26,47;2,21;-0,0;0;0
32268;0,0;-0,02;42,02;-0,03;0,01;0,07;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,0;1,5;212;90,5;-0,0;0,04;0,25;2,31;26,47;2,14;-0,0;0;0
32278;0,0;-0,02;42,02;-0,03;0,01;0,18;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,0;1,5;212;90,5;-0,0;0,04;0,25;6,01;26,47;2,06;-0,0;0;0
32288;0,0;-0,02;42,02;-0,04;0,01;0,07;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,0;1,5;212;90,5;-0,0;0,04;0,46;2,31;26,47;1,98;-0,0;0;0
32298;0,0;-0,01;42,02;-0,04;0,01;0,15;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,0;1,5;212;90,5;-0,0;0,04;0,25;5,08;26,47;1,91;-0,0;0;0
32308;0,0;-0,01;42,02;-0,03;0,01;0,04;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,0;1,5;212;90,5;-0,0;0,04;0,46;1,39;26,47;1,83;-0,0;0;0
32318;0,0;-0,01;42,02;-0,03;0,02;0,2;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,0;1,5;212;90,5;-0,0;0,04;0,67;6,7;26,47;1,75;-0,0;0;0
32328;0,0;-0,02;42,02;-0,02;0,01;0,08;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,0;1,5;212;90,5;-0,0;0,04;0,25;2,77;26,47;1,68;-0,0;0;0
32338;0,0;-0,02;42,02;-0,03;0,01;0,21;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,0;1,5;212;90,5;-0,0;0,04;0,46;7,16;26,47;1,61;-0,0;0;0
32348;0,0;-0,02;42,02;-0,04;0,01;0,08;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,0;1,5;212;90,5;-0,0;0,04;0,46;2,77;26,47;1,53;-0,0;0;0
32358;0,0;-0,01;42,02;-0,03;0,02;0,18;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,0;1,3;213;90,5;-0,0;0,04;0,67;6,01;26,51;1,46;-0,0;0;0
32368;0,0;-0,02;42,02;-0,02;0,01;0,06;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,0;1,3;213;90,5;-0,0;0,04;0,25;2,08;26,51;1,39;-0,0;0;0
32378;0,0;-0,02;42,02;-0,03;0,0;0,19;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,0;1,3;213;90,5;-0,0;0,04;0,04;6,47;26,51;1,31;-0,0;0;0
32388;0,0;-0,02;42,02;-0,03;0,01;0,07;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,0;1,3;213;90,5;-0,0;0,04;0,46;2,31;26,51;1,24;-0,0;0;0
32398;0,0;-0,02;42,02;-0,02;0,02;0,2;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,0;1,3;213;90,5;-0,0;0,04;0,67;6,7;26,51;1,18;-0,0;0;0
32408;0,0;-0,02;42,02;-0,04;0,01;0,04;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,0;1,3;213;90,5;-0,0;0,04;0,25;1,39;26,51;1,11;-0,0;0;0
32418;0,0;-0,03;42,02;-0,04;0,01;0,16;0;0;0;0;0,07;5,4;69;32;254,0;254,0;0;0,0;1,3;213;90,5;-0,0;0,04;0,46;5,32;26,51;1,04;-0,0;0;0
32428;0,0;-0,02;42,02;-0,03;0,01;0,08;0;0;0;0;0,0;0,0;69;32;254,0;254,0;0;0,0;1,3;213;90,5;-0,0;0,01;0,25;2,77;26,51;0,97;-0,0;0;0
32438;0,0;-0,02;42,02;-0,03;0,02;0,23;0;0;0;0;0,0;0,0;69;32;254,0;254,0;0;0,0;1,3;213;90,5;-0,0;0,01;0,67;7,63;26,51;0,9;-0,0;0;0
32448;0,0;-0,03;42,02;-0,04;0,01;0,09;550;0;0;0;0,0;0,0;69;32;254,0;254,0;0;0,0;1,3;213;90,5;-0,0;0,01;0,25;3,0;26,51;0,84;-0,0;0;0
32458;0,0;-0,01;42,02;-0,06;0,01;0,21;550;0;0;0;0,0;0,0;69;32;254,0;254,0;0;0,0;1,3;213;90,5;-0,0;0,01;0,46;6,93;26,51;0,77;-0,0;0;0
32468;0,0;-0,03;42,02;-0,07;0,01;0,08;550;0;0;0;0,0;0,0;69;32;254,0;254,0;0;0,0;1,3;213;90,5;-0,0;0,01;0,46;2,77;26,51;0,71;-0,0;0;0
32478;0,0;-0,03;42,02;-0,09;0,01;0,18;550;0;0;0;0,0;0,0;69;32;254,0;254,0;0;0,0;1,3;213;90,5;-0,0;0,02;0,46;6,01;26,51;0,64;-0,0;0;0
32488;0,0;-0,02;42,02;-0,14;0,03;0,07;550;0;0;0;0,0;0,0;69;32;254,0;254,0;0;0,0;1,1;214;90,5;-0,0;0,02;0,88;2,31;26,55;0,57;-0,0;0;0
32498;0,0;-0,01;42,02;-0,14;0,01;0,16;550;0;0;0;0,0;0,0;69;32;254,0;254,0;0;0,0;1,1;214;90,5;-0,0;0,02;0,25;5,55;26,55;0,51;-0,0;0;0
32508;0,0;-0,02;42,02;-0,11;0,01;0,07;550;0;0;0;0,0;0,0;69;32;254,0;254,0;0;0,0;1,1;214;90,5;-0,0;0,02;0,25;2,31;26,55;0,44;-0,0;0;0
32518;0,0;-0,01;42,02;-0,05;0,01;0,2;550;0;0;0;0,0;0,0;69;32;254,0;254,0;0;0,0;1,1;214;90,5;-0,0;0,02;0,46;6,7;26,55;0,38;-0,0;0;0
32528;0,0;-0,02;42,02;-0,07;0,02;0,08;550;0;0;0;0,0;0,0;69;32;254,0;254,0;0;0,0;1,1;214;90,5;-0,0;0,02;0,67;2,77;26,55;0,32;-0,0;0;0
32538;0,0;-0,01;42,02;-0,09;0,02;0,21;550;0;0;0;0,0;0,0;70;32;254,0;254,0;0;0,0;1,1;214;90,5;-0,0;0,02;0,67;6,93;26,55;0,25;-0,0;0;0
32548;0,0;-0,02;42,02;-0,16;0,03;0,05;550;0;0;0;0,0;0,0;70;32;254,0;254,0;0;0,0;1,1;214;90,5;-0,0;0,02;1,09;1,62;26,55;0,19;-0,0;0;0
32558;0,0;-0,01;42,01;-0,14;-0,0;0,16;550;0;0;0;0,0;0,0;70;32;254,0;254,0;0;0,0;1,1;214;90,5;-0,0;0,03;0,17;5,31;26,55;0,13;-0,0;0;0
32568;0,0;-0,02;42,02;-0,03;0,02;0,07;550;0;0;0;0,0;0,0;70;32;254,0;254,0;0;0,0;1,1;214;90,5;-0,0;0,03;0,67;2,31;26,55;0,06;-0,0;0;0
32578;0,0;-0,02;42,02;-0,02;-0,0;0,19;550;0;0;0;0,0;0,0;70;32;254,0;254,0;0;0,0;1,1;214;90,5;-0,0;0,03;0,17;6,24;26,55;0,0;-0,0;0;0
32588;0,0;-0,03;42,02;-0,08;0,02;0,05;550;0;0;0;0,0;0,0;70;32;254,0;254,0;0;0,0;1,1;214;90,5;-0,0;0,03;0,67;1,62;26,55;0,0;-0,0;0;0
32598;0,0;-0,02;42,02;-0,13;0,03;0,21;550;0;0;0;0,0;0,0;70;32;254,0;254,0;0;0,0;1,1;214;90,5;-0,0;0,03;1,09;7,16;26,55;0,0;-0,0;0;0
32608;0,0;-0,02;42,02;-0,07;0,0;0,05;550;0;0;0;0,21;11,9;71;32;254,0;254,0;0;0,0;1,1;214;90,5;-0,0;0,26;0,04;1,85;26,55;0,0;-0,0;0;0
32618;0,0;-0,01;42,0;-0,09;-0,02;0,15;550;0;0;0;0,22;11,9;71;32;254,0;254,0;0;0,0;1,1;214;90,5;-0,0;0,27;0,59;5,08;26,55;0,0;-0,0;0;0
32628;0,0;-0,01;42,02;-0,04;0,0;0,05;550;0;0;0;0,23;11,9;71;32;254,0;254,0;0;0,0;1,1;214;90,5;-0,0;0,29;0,04;1,85;26,55;0,0;-0,0;0;0
32638;0,0;-0,02;42,02;-0,04;0,03;0,17;550;0;0;0;0,23;11,9;71;32;254,0;254,0;0;0,0;1,1;214;90,5;-0,0;0,29;1,09;5,78;26,55;0,0;-0,0;0;0
32648;0,0;-0,02;42,02;-0,09;0,03;0,06;550;0;0;0;0,24;11,9;71;32;254,0;254,0;0;0,0;1,1;214;90,5;-0,0;0,3;0,88;2,08;26,55;0,0;-0,0;0;0
32658;0,0;-0,02;42,02;-0,14;0,05;0,22;550;0;0;0;0,25;11,9;71;32;254,0;254,0;0;0,0;1,1;214;90,5;-0,0;0,31;1,51;7,39;26,55;0,0;-0,0;0;0
32668;0,0;-0,03;42,02;-0,16;0,0;0,1;550;0;0;0;0,28;11,9;71;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,34;0,04;3,47;26,59;0,0;-0,0;0;0
32678;0,0;-0,01;42,02;-0,07;0,0;0,21;550;0;0;0;0,3;11,8;72;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,37;0,04;6,93;26,59;0,0;-0,0;0;0
32688;0,0;-0,02;42,0;-0,06;-0,03;0,06;550;0;0;0;0,3;11,8;72;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,37;1,01;2,08;26,59;0,0;-0,0;0;0
32698;0,0;-0,02;42,02;-0,04;0,01;0,23;550;0;0;0;0,27;11,8;72;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,34;0,46;7,63;26,59;0,0;-0,0;0;0
32708;0,0;-0,03;42,02;-0,09;0,03;0,1;550;0;0;0;0,25;11,8;72;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,31;0,88;3,24;26,59;0,0;-0,0;0;0
32718;0,0;-0,03;42,02;-0,18;0,01;0,19;550;0;0;0;0,24;11,8;72;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,3;0,46;6,47;26,59;0,0;-0,0;0;0
32728;0,0;-0,02;42,02;-0,1;0,0;0,04;550;0;0;0;0,28;11,8;72;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,35;0,04;1,39;26,59;0,0;-0,0;0;0
32738;0,0;-0,02;42,01;-0,06;0,0;0,17;550;0;0;0;0,29;11,8;72;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,36;0,04;5,78;26,59;0,0;-0,0;0;0
32748;0,0;-0,01;42,01;-0,07;0,01;0,06;550;0;0;0;0,28;11,2;73;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,33;0,25;2,08;26,59;0,0;-0,0;0;0
32758;0,0;-0,01;42,02;-0,04;0,04;0,21;550;0;0;0;0,26;11,2;73;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,3;1,3;7,16;26,59;0,0;-0,0;0;0
32768;0,0;-0,02;42,02;-0,09;0,03;0,12;550;0;0;0;0,23;11,2;73;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,27;1,09;4,16;26,59;0,0;-0,0;0;0
32778;0,0;-0,03;42,02;-0,21;0,02;0,22;550;0;0;0;0,25;11,2;73;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,29;0,67;7,39;26,59;0,0;-0,0;0;0
32788;0,0;-0,01;42,02;-0,13;0,01;0,07;550;0;0;0;0,31;11,2;73;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,36;0,25;2,31;26,59;0,0;-0,0;0;0
32798;0,0;-0,03;42,0;-0,12;-0,0;0,19;550;0;0;0;0,32;11,2;73;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,37;0,17;6,24;26,59;0,0;-0,0;0;0
32808;0,0;-0,02;42,0;-0,08;-0,0;0,04;550;0;0;0;0,31;11,2;73;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,37;0,17;1,39;26,59;0,0;-0,0;0;0
32818;0,0;-0,0;42,02;-0,06;0,03;0,17;550;0;0;0;0,31;11,8;74;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,38;0,88;5,78;26,59;0,0;-0,0;0;0
32828;0,0;-0,03;42,02;-0,06;0,0;0,03;550;0;0;0;0,3;11,8;74;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,37;0,04;1,16;26,59;0,0;-0,0;0;0
32838;0,0;-0,03;42,02;-0,16;0,05;0,24;550;0;0;0;0,31;11,8;74;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,38;1,51;8,09;26,59;0,0;-0,0;0;0
32848;0,0;-0,02;42,02;-0,21;0,01;0,11;550;0;0;0;0,34;11,8;74;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,42;0,25;3,7;26,59;0,0;-0,0;0;0
32858;0,0;-0,02;42,02;-0,07;0,01;0,22;550;0;0;0;0,38;11,8;74;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,47;0,46;7,39;26,59;0,0;-0,0;0;0
32868;0,0;-0,02;42,0;-0,09;-0,02;0,05;550;0;0;0;0,36;11,8;74;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,44;0,59;1,62;26,59;0,0;-0,0;0;0
32878;0,0;-0,02;42,02;-0,07;0,01;0,18;550;0;0;0;0,34;11,8;74;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,42;0,46;6,01;26,59;0,0;-0,0;0;0
32888;0,0;-0,02;42,03;-0,07;0,03;0,05;550;0;0;0;0,34;11,9;75;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,42;1,09;1,85;26,59;0,0;-0,0;0;0
32898;0,0;-0,02;42,02;-0,16;0,02;0,18;550;0;0;0;0,34;11,9;75;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,42;0,67;6,01;26,59;0,0;-0,0;0;0
32908;0,0;-0,02;42,01;-0,27;0,02;0,06;550;0;0;0;0,38;11,9;75;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,47;0,67;2,08;26,59;0,0;-0,0;0;0
32918;0,0;-0,03;42,02;-0,1;0,01;0,16;550;0;0;0;0,44;11,9;75;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,55;0,46;5,55;26,59;0,0;-0,0;0;0
32928;0,0;-0,03;42,01;-0,09;-0,0;0,05;550;0;0;0;0,41;11,9;75;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,52;0,17;1,62;26,59;0,0;-0,0;0;0
32938;0,0;-0,02;42,01;-0,08;0,01;0,19;550;0;0;0;0,41;11,9;75;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,51;0,25;6,24;26,59;0,0;-0,0;0;0
32948;0,0;-0,03;42,02;-0,07;0,01;0,05;550;0;0;0;0,42;11,9;75;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,52;0,46;1,85;26,59;0,0;-0,0;0;0
32958;0,0;-0,03;42,02;-0,14;0,03;0,19;550;0;0;0;0,42;11,8;76;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,52;0,88;6,24;26,59;0,0;-0,0;0;0
32968;0,0;-0,01;42,02;-0,18;0,02;0,04;550;0;0;0;0,46;11,8;76;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,57;0,67;1,39;26,59;0,0;-0,0;0;0
32978;0,0;-0,02;42,01;-0,14;0,01;0,18;550;0;0;0;0,49;11,8;76;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,61;0,46;6,01;26,59;0,0;-0,0;0;0
32988;0,0;-0,02;42,02;-0,07;0,0;0,04;550;0;0;0;0,47;11,8;76;32;254,0;254,0;0;0,0;0,8;215;90,5;-0,0;0,58;0,04;1,39;26,59;0,0;-0,0;0;0
