ta;Ubike;Ibike;Ua;Ia1;Ia2;Ia3;Sa1;Sa2;Sa3;Din1;DMka;DZka;Ika;Din2;Temp1;Temp2;Bpos;DMhr;v;dzp;Temp3;Pbike;Pa1;Pa2;Pa3;s;FW;UF;Marke;ERR
3677;0,0;-0,01;42,01;-0,27;0,05;0,19;1000;0;0;0;0,0;0,0;1;32;254,0;254,0;0;0,0;0,8;136;90,5;-0,0;0,02;1,51;6,47;0,0;0,0;-0,0;0;0
3687;0,0;-0,01;42,02;-0,32;0,03;0,04;1000;0;0;0;0,0;0,0;1;32;254,0;254,0;0;0,0;0,8;136;90,5;-0,0;0,02;0,88;1,39;0,0;0,0;-0,0;0;0
3697;0,0;-0,03;42,01;-0,34;-0,01;0,17;1000;0;0;0;0,0;0,0;1;32;254,0;254,0;0;0,0;0,8;136;90,5;-0,0;0,03;0,38;5,78;0,0;0,0;-0,0;0;0
3707;0,0;-0,02;42,02;-0,31;0,03;0,05;1000;0;0;0;0,0;0,0;2;32;254,0;254,0;0;0,0;0,8;136;90,5;-0,0;0,04;0,88;1,85;0,0;0,0;-0,0;0;0
3717;0,0;-0,02;41,98;-0,64;-0,01;0,2;1000;0;0;0;0,0;0,0;2;32;254,0;254,0;0;0,0;0,8;136;90,5;-0,0;0,04;0,38;6,7;0,0;0,0;-0,0;0;0
3727;0,0;-0,03;42,01;-0,27;0,01;0,14;1000;0;0;0;0,0;0,0;2;32;254,0;254,0;0;0,0;0,8;136;90,5;-0,0;0,06;0,46;4,62;0,0;0,0;-0,0;0;0
3737;0,0;-0,02;42,07;-0,23;-0,01;0,21;1000;0;0;0;0,0;0,0;2;32;254,0;254,0;0;0,0;0,8;136;90,5;-0,0;0,06;0,38;6,94;0,0;0,0;-0,0;0;0
3747;0,0;-0,02;42,0;0,0;0,01;0,09;1000;0;0;0;0,55;19,6;3;32;254,0;254,0;0;0,0;0,8;136;90,5;-0,0;1,12;0,46;3,0;0,0;0,0;-0,0;0;0
3757;0,0;-0,03;41,97;-0,27;-0,0;0,14;1000;0;0;0;0,54;19,6;3;32;254,0;254,0;0;0,0;0,8;136;90,5;-0,0;1,1;0,17;4,85;0,0;0,0;-0,0;0;0
3767;0,0;-0,03;42,02;-0,27;0,06;0,05;1000;0;0;0;0,62;19,6;3;32;254,0;254,0;0;0,0;0,8;136;90,5;-0,0;1,28;1,93;1,62;0,0;0,0;-0,0;0;0
3777;0,0;-0,03;41,97;-1,42;0,03;0,08;1000;0;0;0;0,72;19,6;3;32;254,0;254,0;0;0,0;0,8;136;90,5;-0,0;1,48;1,09;2,54;0,0;0,0;-0,0;0;0
3787;0,0;-0,02;41,89;-1,82;-0,08;0,0;1000;0;0;0;1,04;25,8;4;32;254,0;254,0;0;0,0;0,8;136;90,5;-0,0;2,8;2,68;0,0;0,0;0,0;-0,0;0;0
3797;0,0;-0,02;41,95;-1,92;0,08;0,25;1000;0;0;0;1,9;25,8;4;32;254,0;254,0;0;0,0;0,8;136;90,5;-0,0;5,13;2,77;8,31;0,0;0,0;-0,0;0;0
3807;0,0;-0,02;41,95;-1,82;0,08;0,37;1000;0;0;0;3,09;25,8;4;32;254,0;254,0;0;0,0;0,8;136;90,5;-0,0;8,34;2,77;12,46;0,0;0,0;-0,0;0;0
3817;0,0;-0,04;41,95;-3,55;-0,0;0,56;1000;0;0;0;4,5;25,8;4;32;254,0;254,0;0;0,0;0,8;136;90,5;-0,0;12,15;0,17;18,92;0,0;0,0;-0,0;0;0
3827;0,0;-0,03;42,02;-3,27;0,01;0,1;1000;0;0;0;7,99;25,8;4;32;254,0;254,0;0;0,0;0,8;136;90,5;-0,0;21,58;0,46;3,24;0,0;0,0;-0,0;0;0
3837;0,0;-0,03;41,95;-4,21;0,35;-0,17;1000;0;0;0;15,61;15,8;5;32;254,0;254,0;0;0,0;0,8;136;90,5;-0,0;25,82;11,58;-5,77;0,0;0,0;-0,0;0;0
3847;0,0;-0,01;41,97;-3,99;0,16;-0,67;1000;0;0;0;19,16;15,8;5;32;254,0;254,0;0;0,0;0,8;136;90,5;-0,0;31,71;5,5;-22,39;0,0;0,0;-0,0;0;0
3857;0,0;-0,03;41,93;-4,39;-0,05;-0,05;1000;0;0;0;22,42;15,8;5;32;254,0;254,0;0;0,0;0,0;137;90,5;-0,0;37,1;1,64;-1,84;0,04;0,0;-0,0;0;0
3867;0,0;-0,03;41,94;-4,98;0,03;0,56;1000;0;0;0;25,91;15,8;5;32;254,0;254,0;0;0,0;0,0;137;90,5;-0,0;42,87;0,88;18,91;0,04;0,0;-0,0;0;0
3877;0,0;-0,03;41,92;-5,65;0,02;0,56;1000;0;0;0;29,76;15,8;5;32;254,0;254,0;0;0,0;0,0;137;90,5;-0,0;49,24;0,67;18,67;0,04;0,0;-0,0;0;0
3887;0,0;-0,03;42,01;-4,07;0,01;0,54;1000;0;0;0;33,94;15,8;5;32;254,0;254,0;0;0,0;0,0;137;90,5;-0,0;56,15;0,25;18,25;0,04;0,0;-0,0;0;0
3897;0,0;-0,03;41,92;-5,41;-0,03;0,64;1000;0;0;0;36,78;15,8;5;32;254,0;254,0;0;0,0;0,0;137;90,5;-0,0;60,85;1,01;21,44;0,04;0,0;-0,0;0;0
3907;0,0;-0,01;41,97;-0,77;-0,04;0,03;1000;0;0;0;40,6;15,8;5;32;254,0;254,0;0;0,0;0,0;137;90,5;-0,0;67,16;1,22;1,15;0,04;0,0;-0,0;0;0
3917;0,0;-0,03;41,93;-5,11;0,01;-0,5;1000;0;0;0;40,98;15,8;5;32;254,0;254,0;0;0,0;0,0;137;90,5;-0,0;67,8;0,46;-16,6;0,04;0,0;-0,0;0;0
3927;0,0;-0,02;41,91;-5,34;0,04;-0,82;1000;0;0;0;44,72;15,8;5;32;254,0;254,0;0;0,0;0,0;137;90,5;-0,0;73,99;1,3;-27,43;0,04;0,0;-0,0;0;0
3937;0,0;-0,03;41,92;-5,98;0,04;-0,49;1000;0;0;0;72,34;8,1;6;32;254,0;254,0;0;0,0;0,0;137;90,5;-0,0;61,36;1,3;-16,37;0,04;0,0;-0,0;0;0
3947;0,0;-0,03;41,93;-2,13;0,16;-0,21;1000;0;0;0;79,45;8,1;6;32;254,0;254,0;0;0,0;0,0;137;90,5;-0,0;67,39;5,49;-6,92;0,04;0,0;-0,0;0;0
3957;0,0;-0,03;41,95;-5,39;0,02;0,53;1000;0;0;0;82,07;8,1;6;32;254,0;254,0;0;0,0;0,0;137;90,5;-0,0;69,61;0,67;17,77;0,04;0,0;-0,0;0;0
3967;0,0;-0,03;41,93;-5,59;-0,01;0,66;1000;0;0;0;88,4;8,1;6;32;254,0;254,0;0;0,0;0,0;137;90,5;-0,0;74,97;0,38;22,14;0,04;0,0;-0,0;0;0
3977;0,0;-0,02;41,94;-3,68;0,13;0,39;1000;0;0;0;94,97;8,1;6;32;254,0;254,0;0;0,0;0,0;137;90,5;-0,0;80,55;4,24;12,92;0,04;0,0;-0,0;0;0
3987;0,0;-0,03;41,92;-5,71;-0,02;-0,36;1000;0;0;0;97,76;8,1;6;32;254,0;254,0;0;0,0;0,0;137;90,5;-0,0;82,92;0,59;-12,22;0,04;0,0;-0,0;0;0
3997;0,0;-0,02;41,94;-5,09;-0,71;-0,14;1000;0;0;0;102,57;8,1;6;32;254,0;254,0;0;0,0;0,0;137;90,5;-0,0;86,99;23,87;-4,84;0,04;0,0;-0,0;0;0
4007;0,0;-0,03;41,94;-5,2;0,05;-0,56;1000;0;0;0;106,48;8,1;6;32;254,0;254,0;0;0,0;0,9;138;90,5;-0,0;90,32;1,51;-18,68;0,08;0,0;-0,0;0;0
4017;0,0;-0,02;41,93;-3,64;0,16;-0,31;1000;0;0;0;110,66;8,1;6;32;254,0;254,0;0;0,0;0,9;138;90,5;-0,0;93,85;5,49;-10,38;0,08;0,0;-0,0;0;0
4027;0,0;-0,01;41,92;-5,19;0,01;-0,04;1000;0;0;0;110,77;8,1;6;32;254,0;254,0;0;0,0;0,9;138;90,5;-0,0;93,95;0,46;-1,38;0,08;0,0;-0,0;0;0
4037;0,0;-0,01;41,94;-4,32;-0,22;0,39;1000;0;0;0;113,12;8,1;6;32;254,0;254,0;0;0,0;0,9;138;90,5;-0,0;95,95;7,51;12,92;0,08;0,0;-0,0;0;0
4047;0,0;-0,03;41,95;-2,12;0,53;0,21;1000;0;0;0;122,33;7,5;7;32;254,0;254,0;0;0,0;0,9;138;90,5;-0,0;96,07;17,87;7,15;0,08;0,0;-0,0;0;0
4057;0,0;-0,03;41,94;-4,66;-0,0;0,05;1000;0;0;0;119,83;7,5;7;32;254,0;254,0;0;0,0;0,9;138;90,5;-0,0;94,11;0,17;1,85;0,08;0,0;-0,0;0;0
4067;0,0;-0,02;41,95;-4,22;0,02;-0,45;1000;0;0;0;120,19;7,5;7;32;254,0;254,0;0;0,0;0,9;138;90,5;-0,0;94,39;0,67;-15,0;0,08;0,0;-0,0;0;0
4077;0,0;-0,03;41,96;-3,98;0,03;-0,57;1000;0;0;0;119,18;7,5;7;32;254,0;254,0;0;0,17;2,0;139;90,5;-0,0;93,59;0,88;-19,16;0,12;0,0;-0,0;0;0
4087;0,0;-0,02;41,95;-3,75;0,05;-0,67;1000;0;0;0;116,95;7,5;7;32;254,0;254,0;0;0,17;2,0;139;90,5;-0,0;91,85;1,51;-22,38;0,12;0,08;-0,0;0;0
4097;0,0;-0,02;41,96;-3,63;0,03;-0,19;1000;0;0;0;116,51;7,5;7;32;254,0;254,0;0;0,17;2,0;139;90,5;-0,0;91,5;0,88;-6,23;0,12;0,15;-0,0;0;0
4107;0,0;-0,02;41,95;-3,86;0,03;0,07;1000;0;0;0;114,15;7,5;7;32;254,0;254,0;0;0,17;2,0;139;90,5;-0,0;89,65;1,09;2,31;0,12;0,23;-0,0;0;0
4117;0,0;-0,01;41,95;-3,61;0,01;0,37;1000;0;0;0;118,27;7,5;7;32;254,0;254,0;0;0,17;2,0;139;90,5;-0,0;92,88;0,46;12,46;0,12;0,3;-0,0;0;0
4127;0,0;-0,03;41,95;-3,88;-0,0;0,43;1000;0;0;0;103,62;10,1;8;32;254,0;254,0;0;0,17;2,0;139;90,5;-0,0;109,58;0,17;14,31;0,12;0,38;-0,0;0;0
4137;0,0;-0,03;41,94;-3,1;0,09;0,14;1000;0;0;0;101,87;10,1;8;32;254,0;254,0;0;0,18;2,5;140;90,5;-0,0;107,74;2,98;4,84;0,16;0,46;-0,0;0;0
4147;0,0;-0,02;41,97;-3,48;0,03;-0,37;1000;0;0;0;98,45;10,1;8;32;254,0;254,0;0;0,18;2,5;140;90,5;-0,0;104,12;0,88;-12,47;0,16;0,56;-0,0;0;0
4157;0,0;-0,02;41,94;-3,51;0,03;-0,25;1000;0;0;0;100,06;10,1;8;32;254,0;254,0;0;0,18;2,5;140;90,5;-0,0;105,82;1,09;-8,53;0,16;0,66;-0,0;0;0
4167;0,0;-0,02;41,95;-3,58;-0,13;-0,41;1000;0;0;0;97,82;10,1;8;32;254,0;254,0;0;0,18;2,5;140;90,5;-0,0;103,46;4,36;-13,85;0,16;0,76;-0,0;0;0
4177;0,0;-0,03;41,99;-2,83;0,04;0,01;1000;0;0;0;95,43;10,1;8;32;254,0;254,0;0;0,18;2,5;140;90,5;-0,0;100,93;1,3;0,46;0,16;0,86;-0,0;0;0
4187;0,0;-0,02;41,96;-3,49;0,01;0,15;1000;0;0;0;94,42;10,1;8;32;254,0;254,0;0;0,19;2,9;141;90,5;-0,0;99,86;0,46;5,08;0,2;0,96;-0,0;0;0
4197;0,0;-0,01;41,98;-3,16;0,0;0,47;1000;0;0;0;74,87;13,0;9;32;254,0;254,0;0;0,19;2,9;141;90,5;-0,0;101,92;0,04;15,93;0,2;1,08;-0,0;0;0
4207;0,0;-0,02;41,95;-3,01;0,01;0,41;1000;0;0;0;73,01;13,0;9;32;254,0;254,0;0;0,19;2,9;141;90,5;-0,0;99,38;0,25;13,85;0,2;1,2;-0,0;0;0
4217;0,0;-0,02;41,97;-2,98;0,0;-0,03;1000;0;0;0;70,88;13,0;9;32;254,0;254,0;0;0,19;2,9;141;90,5;-0,0;96,48;0,04;-0,92;0,2;1,32;-0,0;0;0
4227;0,0;-0,03;42,07;-2,4;0,1;-0,24;1000;0;0;0;70,24;13,0;9;32;254,0;254,0;0;0,19;3,1;142;90,5;-0,0;95,61;3,2;-8,1;0,24;1,44;-0,0;0;0
4237;0,0;-0,02;41,95;-3,1;-0,07;-0,16;1000;0;0;0;67,54;13,0;9;32;254,0;254,0;0;0,19;3,1;142;90,5;-0,0;91,94;2,27;-5,54;0,24;1,58;-0,0;0;0
4247;0,0;-0,01;41,97;-2,71;0,03;-0,09;1000;0;0;0;66,36;13,0;9;32;254,0;254,0;0;0,19;3,1;142;90,5;-0,0;90,33;0,88;-3,0;0,24;1,71;-0,0;0;0
4257;0,0;-0,02;41,96;-3,03;0,03;0,05;1000;0;0;0;61,38;14,4;10;32;254,0;254,0;0;0,19;3,1;142;90,5;-0,0;92,55;0,88;1,85;0,24;1,84;-0,0;0;0
4267;0,0;-0,02;41,99;-2,63;0,01;0,28;1000;0;0;0;59,93;14,4;10;32;254,0;254,0;0;0,19;3,1;142;90,5;-0,0;90,36;0,25;9,47;0,24;1,98;-0,0;0;0
4277;0,0;-0,02;42,05;-2,31;0,07;0,47;1000;0;0;0;58,52;14,4;10;32;254,0;254,0;0;0,2;3,3;143;90,5;-0,0;88,24;2,35;15,73;0,27;2,11;-0,0;0;0
4287;0,0;-0,02;41,97;-1,83;0,07;0,25;1000;0;0;0;57,04;14,4;10;32;254,0;254,0;0;0,2;3,3;143;90,5;-0,0;86,0;2,35;8,54;0,27;2,25;-0,0;0;0
4297;0,0;-0,01;41,99;-1,36;0,1;0,03;1000;0;0;0;55,33;14,4;10;32;254,0;254,0;0;0,2;3,3;143;90,5;-0,0;83,43;3,19;1,15;0,27;2,4;-0,0;0;0
4307;0,0;-0,03;41,97;-1,77;0,03;-0,14;1000;0;0;0;50,1;15,8;11;32;254,0;254,0;0;0,2;3,3;143;90,5;-0,0;82,88;1,09;-4,62;0,27;2,54;-0,0;0;0
4317;0,0;-0,03;41,97;-1,32;0,1;0,01;1000;0;0;0;48,36;15,8;11;32;254,0;254,0;0;0,27;3,4;144;90,5;-0,0;80,0;3,19;0,46;0,31;2,69;-0,0;0;0
4327;0,0;-0,01;42,0;-1,7;0,05;0,01;1000;0;0;0;46,44;15,8;11;32;254,0;254,0;0;0,28;3,4;144;90,5;-0,0;76,83;1,72;0,46;0,31;2,89;-0,0;0;0
4337;0,0;-0,03;42,03;-1,96;0,1;0,27;1000;0;0;0;44,62;15,8;11;32;254,0;254,0;0;0,28;3,4;144;90,5;-0,0;73,82;3,4;9,25;0,31;3,1;-0,0;0;0
4347;0,0;-0,03;42,01;-2,16;0,03;0,32;1000;0;0;0;43,67;15,8;11;32;254,0;254,0;0;0,29;3,4;144;90,5;-0,0;72,25;1,09;10,86;0,31;3,31;-0,0;0;0
4357;0,0;-0,01;41,97;-2,29;0,0;0,45;1000;0;0;0;40,16;17,0;12;32;254,0;254,0;0;0,29;3,6;145;90,5;-0,0;71,49;0,04;15,0;0,35;3,53;-0,0;0;0
4367;0,0;-0,03;42,0;-1,96;0,01;0,09;1000;0;0;0;39,2;17,0;12;32;254,0;254,0;0;0,3;3,6;145;90,5;-0,0;69,78;0,46;3,0;0,35;3,77;-0,0;0;0
4377;0,0;-0,01;41,97;-1,92;-0,05;0,0;1000;0;0;0;37,92;17,0;12;32;254,0;254,0;0;0,31;3,6;145;90,5;-0,0;67,5;1,85;0,0;0,35;4,01;-0,0;0;0
4387;0,0;-0,01;41,99;-1,81;0,06;-0,1;1000;0;0;0;37,26;17,0;12;32;254,0;254,0;0;0,32;3,6;145;90,5;-0,0;66,32;2,14;-3,23;0,35;4,26;-0,0;0;0
4397;0,0;-0,03;42,02;-1,76;0,03;0,03;1000;0;0;0;36,09;17,0;12;32;254,0;254,0;0;0,32;3,6;146;90,5;-0,0;64,24;1,09;1,16;0,39;4,51;-0,0;0;0
4407;0,0;-0,01;42,0;-1,82;-0,06;0,03;1000;0;0;0;34,27;17,7;13;32;254,0;254,0;0;0,33;3,6;146;90,5;-0,0;63,51;2,06;1,15;0,39;4,77;-0,0;0;0
4417;0,0;-0,02;42,02;-1,83;0,08;0,34;1000;0;0;0;33,47;17,7;13;32;254,0;254,0;0;0,33;3,6;146;90,5;-0,0;62,02;2,56;11,56;0,39;5,03;-0,0;0;0
4427;0,0;-0,03;42,01;-1,78;0,03;0,32;1000;0;0;0;32,68;17,7;13;32;254,0;254,0;0;0,34;3,7;147;90,5;-0,0;60,57;0,88;10,86;0,43;5,3;-0,0;0;0
4437;0,0;-0,01;41,89;-2,09;-0,12;0,32;1000;0;0;0;32,25;17,7;13;32;254,0;254,0;0;0,34;3,7;147;90,5;-0,0;59,78;4,15;10,83;0,43;5,58;-0,0;0;0
4447;0,0;-0,02;41,99;-1,75;0,04;0,02;1000;0;0;0;30,69;18,2;14;32;254,0;254,0;0;0,35;3,7;147;90,5;-0,0;58,48;1,3;0,69;0,43;5,86;-0,0;0;0
4457;0,0;-0,03;42,02;-1,67;0,05;0,04;1000;0;0;0;30,04;18,2;14;32;254,0;254,0;0;0,35;3,7;147;90,5;-0,0;57,25;1,72;1,39;0,43;6,14;-0,0;0;0
4467;0,0;-0,02;41,97;-1,31;0,01;-0,09;1000;0;0;0;29,11;18,2;14;32;254,0;254,0;0;0,35;3,8;148;90,5;-0,0;55,48;0,46;-3,0;0,47;6,43;-0,0;0;0
4477;0,0;-0,01;42,03;-1,56;0,06;0,08;1000;0;0;0;28,21;18,2;14;32;254,0;254,0;0;0,36;3,8;148;90,5;-0,0;53,75;1,93;2,54;0,47;6,73;-0,0;0;0
4487;0,0;-0,03;41,97;-1,26;0,04;0,11;1000;0;0;0;27,68;18,2;14;32;254,0;254,0;0;0,36;3,8;148;90,5;-0,0;52,75;1,3;3,69;0,47;7,03;-0,0;0;0
4497;0,0;-0,03;42,06;-1,6;0,05;0,36;1000;0;0;0;26,5;18,9;15;32;254,0;254,0;0;0,36;3,8;148;90,5;-0,0;52,45;1,51;12,26;0,47;7,33;-0,0;0;0
4507;0,0;-0,02;41,92;-1,49;-0,03;0,32;1000;0;0;0;26,67;18,9;15;32;254,0;254,0;0;0,37;3,8;149;90,5;-0,0;52,79;1,01;10,84;0,51;7,64;-0,0;0;0
4517;0,0;-0,02;42,0;-1,77;0,05;0,14;1000;0;0;0;26,47;18,9;15;32;254,0;254,0;0;0,37;3,8;149;90,5;-0,0;52,39;1,51;4,62;0,51;7,95;-0,0;0;0
4527;0,0;-0,02;42,0;-1,1;0,03;-0,01;1000;0;0;0;26,78;18,9;15;32;254,0;254,0;0;0,37;3,8;149;90,5;-0,0;53,01;0,88;-0,46;0,51;8,26;-0,0;0;0
4537;0,0;-0,01;42,0;-1,61;0,05;0,03;1000;0;0;0;26,51;18,8;16;32;254,0;254,0;0;0,37;3,9;150;90,5;-0,0;52,19;1,51;1,15;0,55;8,57;-0,0;0;0
4547;0,0;-0,02;42,01;-1,41;0,08;-0,05;1000;0;0;0;26,27;18,8;16;32;254,0;254,0;0;0,38;3,9;150;90,5;-0,0;51,71;2,77;-1,85;0,55;8,89;-0,0;0;0
4557;0,0;-0,03;41,99;-1,52;0,03;0,12;1000;0;0;0;25,75;18,8;16;32;254,0;254,0;0;0,38;3,9;150;90,5;-0,0;50,69;0,88;3,93;0,55;9,22;-0,0;0;0
4567;0,0;-0,03;41,97;-1,54;0,05;0,23;1000;0;0;0;25,22;18,8;16;32;254,0;254,0;0;0,38;3,9;150;90,5;-0,0;49,64;1,51;7,85;0,55;9,55;-0,0;0;0
4577;0,0;-0,03;42,0;-1,51;-0,06;0,34;1000;0;0;0;24,21;19,5;17;32;254,0;254,0;0;0,38;3,9;151;90,5;-0,0;49,44;2,06;11,32;0,59;9,87;-0,0;0;0
4587;0,0;-0,03;42,01;-1,51;0,02;0,25;1000;0;0;0;23,93;19,5;17;32;254,0;254,0;0;0,38;3,9;151;90,5;-0,0;48,86;0,67;8,32;0,59;10,13;-0,0;0;0
4597;0,0;-0,02;42,0;-1,14;0,06;0,12;1000;0;0;0;23,72;19,5;17;32;254,0;254,0;0;0,39;3,9;151;90,5;-0,0;48,44;1,93;4,16;0,59;10,39;-0,0;0;0
4607;0,0;-0,02;41,99;-1,51;0,03;-0,08;1000;0;0;0;23,29;19,5;17;32;254,0;254,0;0;0,39;3,9;151;90,5;-0,0;47,56;0,88;-2,77;0,59;10,64;-0,0;0;0
4617;0,0;-0,02;41,99;-1,05;0,05;0,04;1000;0;0;0;23,08;19,5;17;32;254,0;254,0;0;0,39;3,9;152;90,5;-0,0;47,12;1,51;1,39;0,63;10,9;-0,0;0;0
4627;0,0;-0,02;42,0;-1,23;0,03;0,01;1000;0;0;0;22,61;19,3;18;32;254,0;254,0;0;0,39;3,9;152;90,5;-0,0;45,7;0,88;0,23;0,63;11,16;-0,0;0;0
4637;0,0;-0,02;42,0;-1,39;0,05;0,16;1000;0;0;0;22,23;19,3;18;32;254,0;254,0;0;0,32;3,9;152;90,5;-0,0;44,93;1,72;5,54;0,63;11,43;-0,0;0;0
4647;0,0;-0,01;42,0;-1,1;0,06;0,21;1000;0;0;0;21,75;19,3;18;32;254,0;254,0;0;0,32;4,0;153;90,5;-0,0;43,95;1,93;7,16;0,67;11,6;-0,0;0;0
4657;0,0;-0,01;42,0;-1,29;0,01;0,34;1000;0;0;0;21,3;19,3;18;32;254,0;254,0;0;0,31;4,0;153;90,5;-0,0;43,04;0,25;11,55;0,67;11,78;-0,0;0;0
4667;0,0;-0,02;42,0;-1,5;0,04;0,26;1000;0;0;0;21,03;19,3;19;32;254,0;254,0;0;0,31;4,0;153;90,5;-0,0;42,49;1,3;8,78;0,67;11,96;-0,0;0;0
4677;0,0;-0,02;42,0;-1,09;0,02;0,21;1000;0;0;0;21,16;19,3;19;32;254,0;254,0;0;0,31;4,0;153;90,5;-0,0;42,76;0,67;7,16;0,67;12,14;-0,0;0;0
4687;0,0;-0,02;42,0;-1,31;0,01;0,01;1000;0;0;0;20,83;19,3;19;32;254,0;254,0;0;0,3;4,0;154;90,5;-0,0;42,1;0,46;0,23;0,71;12,31;-0,0;0;0
4697;0,0;-0,01;42,0;-1,58;0,06;0,03;1000;0;0;0;20,87;19,3;19;32;254,0;254,0;0;0,29;4,0;154;90,5;-0,0;42,19;1,93;1,16;0,71;12,45;-0,0;0;0
4707;0,0;-0,02;42,0;-0,97;0,06;0,01;1000;0;0;0;21,3;18,9;20;32;254,0;254,0;0;0,28;4,0;154;90,5;-0,0;42,16;2,14;0,46;0,71;12,59;-0,0;0;0
4717;0,0;-0,02;42,0;-1,21;0,01;0,21;1000;0;0;0;20,93;18,9;20;32;254,0;254,0;0;0,28;4,0;155;90,5;-0,0;41,42;0,25;7,16;0,75;12,72;-0,0;0;0
4727;0,0;-0,02;42,02;-1,33;0,03;0,16;1000;0;0;0;20,53;18,9;20;32;254,0;254,0;0;0,28;4,0;155;90,5;-0,0;40,63;1,09;5,55;0,75;12,84;-0,0;0;0
4737;0,0;-0,02;42,0;-1,18;0,06;0,4;1000;0;0;0;20,7;18,9;20;32;254,0;254,0;0;0,28;4,0;155;90,5;-0,0;40,96;2,14;13,4;0,75;12,96;-0,0;0;0
4747;0,0;-0,03;42,0;-1,33;-0,04;0,2;1000;0;0;0;20,38;18,9;20;32;254,0;254,0;0;0,27;4,0;155;90,5;-0,0;40,34;1,43;6,7;0,75;13,07;-0,0;0;0
4757;0,0;-0,02;42,0;-1,4;0,01;0,13;1000;0;0;0;19,49;19,8;21;32;254,0;254,0;0;0,27;4,0;156;90,5;-0,0;40,42;0,46;4,39;0,79;13,18;-0,0;0;0
4767;0,0;-0,03;42,0;-1,06;0,05;-0,02;1000;0;0;0;19,41;19,8;21;32;254,0;254,0;0;0,26;4,0;156;90,5;-0,0;40,24;1,51;-0,69;0,79;13,29;-0,0;0;0
4777;0,0;-0,02;42,01;-0,93;0,06;0,11;1000;0;0;0;19,07;19,8;21;32;254,0;254,0;0;0,26;4,0;156;90,5;-0,0;39,55;1,93;3,7;0,79;13,39;-0,0;0;0
4787;0,0;-0,02;41,99;-1,39;0,02;0,03;1000;0;0;0;18,66;19,8;21;32;254,0;254,0;0;0,26;4,0;157;90,5;-0,0;38,69;0,67;0,92;0,82;13,48;-0,0;0;0
4797;0,0;-0,01;42,01;-1,29;0,03;0,17;1000;0;0;0;18,48;19,9;22;32;254,0;254,0;0;0,26;4,0;157;90,5;-0,0;38,52;0,88;5,78;0,82;13,57;-0,0;0;0
4807;0,0;-0,01;42,0;-0,93;0,04;0,21;1000;0;0;0;18,59;19,9;22;32;254,0;254,0;0;0,26;4,0;157;90,5;-0,0;38,74;1,3;7,16;0,82;13,65;-0,0;0;0
4817;0,0;-0,03;42,0;-1,29;-0,03;0,32;1000;0;0;0;18,19;19,9;22;32;254,0;254,0;0;0,25;4,0;157;90,5;-0,0;37,89;1,01;10,63;0,82;13,73;-0,0;0;0
4827;0,0;-0,02;41,99;-1,48;0,01;0,11;1000;0;0;0;18,36;19,9;22;32;254,0;254,0;0;0,25;4,0;158;90,5;-0,0;38,25;0,25;3,7;0,86;13,75;-0,0;0;0
4837;0,0;-0,02;42,0;-1,24;0,03;0,04;1000;0;0;0;18,25;20,2;23;32;254,0;254,0;0;0,25;4,0;158;90,5;-0,0;38,61;1,09;1,39;0,86;13,77;-0,0;0;0
4847;0,0;-0,02;42,0;-1,18;0,01;0,01;1000;0;0;0;18,15;20,2;23;32;254,0;254,0;0;0,25;4,0;158;90,5;-0,0;38,39;0,25;0,23;0,86;13,78;-0,0;0;0
4857;0,0;-0,02;42,0;-1,28;-0,02;0,06;1000;0;0;0;18,2;20,2;23;32;254,0;254,0;0;0,25;4,0;159;90,5;-0,0;38,5;0,59;2,08;0,9;13,78;-0,0;0;0
4867;0,0;-0,02;42,0;-1,44;0,03;0,01;1000;0;0;0;18,2;20,2;23;32;254,0;254,0;0;0,24;4,0;159;90,5;-0,0;38,49;0,88;0,46;0,9;13,77;-0,0;0;0
4877;0,0;-0,03;42,0;-1,01;0,05;0,23;1000;0;0;0;18,07;20,3;24;32;254,0;254,0;0;0,24;4,0;159;90,5;-0,0;38,41;1,51;7,85;0,9;13,74;-0,0;0;0
4887;0,0;-0,01;42,0;-1,37;-0,04;0,21;1000;0;0;0;18,01;20,3;24;32;254,0;254,0;0;0,24;4,0;159;90,5;-0,0;38,28;1,43;6,93;0,9;13,71;-0,0;0;0
4897;0,0;-0,01;42,0;-1,27;0,01;0,33;1000;0;0;0;18,05;20,3;24;32;254,0;254,0;0;0,24;4,0;160;90,5;-0,0;38,36;0,25;11,09;0,94;13,67;-0,0;0;0
4907;0,0;-0,03;42,0;-1,31;0,02;0,08;1000;0;0;0;17,83;20,3;24;32;254,0;254,0;0;0,24;4,0;160;90,5;-0,0;37,9;0,67;2,77;0,94;13,62;-0,0;0;0
4917;0,0;-0,01;41,97;-1,31;-0,0;0,07;1000;0;0;0;17,88;20,6;25;32;254,0;254,0;0;0,24;4,0;160;90,5;-0,0;38,57;0,17;2,31;0,94;13,57;-0,0;0;0
4927;0,0;-0,01;42,0;-1,19;0,02;-0,03;1000;0;0;0;17,95;20,6;25;32;254,0;254,0;0;0,24;4,1;161;90,5;-0,0;38,72;0,67;-1,16;0,98;13,52;-0,0;0;0
4937;0,0;-0,02;42,01;-1,18;0,03;0,14;1000;0;0;0;17,86;20,6;25;32;254,0;254,0;0;0,23;4,1;161;90,5;-0,0;38,51;0,88;4,85;0,98;13,45;-0,0;0;0
